specialty_code,specialty_name,package_code,package_name,package_amount_rs,pre_investigations,post_investigations,govt_reserved,referral_basis
MO,Medical Oncology,MO026E,"Cisplatin + Paclitaxel
Paclitaxel 175 mg /m2 D1
Cisplatin 75 mg /m2 D1 every 21 days",13500,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO026F,"Docetaxel
Docetaxel 75 mg/m2 D1 every 21 days",14400,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO026G,"Gemcitabine + Paclitaxel
Gemcitabine 2500 mg/m2 D1
Paclitaxel 150 mg/m2 D1 every 14 days",17500,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO026H,"Gemcitabine
Gemcitabine 1000mg /m2 D1 D8 every 21 days",9200,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO026I,"Methotrexate + Vinblastin + Doxorubicin + Cisplatin
Methotrexate 30mg/m2 D1
Vinblastine 3 mg/m2 D2
Doxorubicin 30 mg/m2 D2
Cuisplatin 70 mg/m2 D2 every 14 days",6600,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, MRI, histopathology,ECG, ECHO","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO026J,"Paclitaxel + Carboplatin
Paclitaxel 175mg/m2 D1
Carboplatin AUC 5-6 D1 every 21 days",15100,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO026K,"Paclitaxel
Paclitaxel 80 mg/m2 D1 every week",5700,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO027A,"Cisplatin + Paclitaxel
Paclitaxel 175 mg/m2 D1
Cisplatin 75 mg/m2 D1 every 21 days",13500,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO027B,"5 FU + Cisplatin
5 FU 1000mg/m2 D1-D4
Cisplatin 75mg/m2 D1 every 4 weeks",7800,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO027C,"Capecitabine
Capecitabine 1000-1250 mg/m2 PO twice daily D1 -D14 every 21 days",7400,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO027D,"Paclitaxel + Carboplatin
Paclitaxel 175mg/m2 D1
Carboplatin AUC 5-6 D1 every 21 days",15100,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO027E,"Paclitaxel
Paclitaxel 80 mg/m2 D1 every week",5700,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO027F,"Paclitaxel
Paclitaxel 175 mg/m2 D1 every 21 days",12200,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO027G,"Paclitaxel + Carboplatin
Paclitaxel 80 mg/m2 D1
Carboplatin AUC 2 D1 every week",7900,"CBC, RFT, LFT, CECT Thorax, abdomen and Pelvis, histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO028A,"Docetaxel
Docetaxel 60 mg/m2 D1 every 14 days",11700,"CBC, RFT, LFT, PSA, ECG, CECTThorax, abdomen and Pelvis,bone scan,histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO028B,"Docetaxel
Docetaxel 75 mg/m2 D1 every 21 days",14100,"CBC, RFT, LFT, PSA, ECG, CECTThorax, abdomen and Pelvis,bone scan,histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO028C,"Etoposide + Carboplatin
Etoposide 100mg/m2 D1 - D3
Carboplatin AUC 5-6 D1 every 21 days",7100,"CBC, RFT, LFT, PSA, ECG, CECTThorax, abdomen and Pelvis,bone scan,histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO028D,"LHRH Agonist
Leuprolide 22.5 ug every 3 months",15300,"CBC, RFT, LFT, PSA, ECG, CECTThorax, abdomen and Pelvis,bone scan,histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO028E,"Mitoxantrone + Prednisolone
Mitoxantrone 12mg/m2 every 3 weeks
Prednsiolone 10 mg daily",4200,"CBC, RFT, LFT, PSA, ECG, CECTThorax, abdomen and Pelvis,bone scan,histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO028F,"Paclitaxel + Carboplatin
Paclitaxel 80mg/m2 D1
Carboplatin AUC 2 D1 every week",7700,"CBC, RFT, LFT, PSA, ECG, CECTThorax, abdomen and Pelvis,bone scan,histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO028G,"Paclitaxel + Carboplatin
Paclitaxel 175mg/m2 D1
Carboplatin AUC 5-6 D1 every 21 days",15100,"CBC, RFT, LFT, PSA, ECG, CECTThorax, abdomen and Pelvis,bone scan,histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO028H,"Docetaxel
Docetaxel 20mg/m2 D1 every week",14700,"CBC, RFT, LFT, PSA, ECG, CECTThorax, abdomen and Pelvis,bone scan,histopathology","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO029A,"Rituximab + Cyclophosphamide + Etoposide + Prednsiolone
Rituximab 375mg/m2
Cyclophosphamide 750 mg/m2
Vincristine 1.4 mg/m2, on Day1
Etoposide 65mg/m2 Day 1 to 3
Prednisolone 100 mg Day 1-5
Total 6 cycles, repeat 21 days",26200,"CBC,Biochemistry,PET CT or CECT Chest abdomen and pelvis, Bone marrow studies, Biopsy or fluid flow/PB cytometry,ECG,2D-ECHO","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO029B,"Rituximab + Cyclophosphamide + Doxorubicin + Prednsiolone
Rituximab 375mg/m2
Cyclophosphamide 750 mg/m2
Doxorubicin 50mg/m2
Vincristine 1.4 mg/m2 on Day1
Prednisolone 100 mg Day 1-5
Total 6 cycles, repeat 21 days",27000,"CBC,Biochemistry,PET CT or CECT Chest abdomen and pelvis, Bone marrow studies, Biopsy or fluid flow cytometry,ECG,2D-ECHO","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO030A,"Rituxmab + Dexamethasone + High Dose Cytarabine + Cisplatin
Rituximab 375mg/m2 Day 1
Cytarabine 2g/m2 BD on day 2
Dexamethasone 40 mg Day 1 - 4
Cisplatin 75mg/m2 or 
Carboplatin AUC-5 on day 1
Cycle to be repeated every 21days",34900,"CBC,Biochemistry,PET CT or CECT Chest abdomen and pelvis, Bone marrow studies, Biopsy or fluid flow cytometry. ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO031A,"GDP - R
Rituximab 375mg/m2 Day 1
Gemcitabine 1000mg/m2 on day 1 and 8
Dexamethasone 40 mg Day 1 - 4
Cisplatin 75mg/m2 on day 1
Cycle to be repeated every 21days
Total- 6 cycles",35300,"CBC,Biochemistry,PET CT or CECT Chest abdomen and pelvis, Bone marrow studies, Biopsy or fluid flow cytometry,","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO031B,"ICE - R
Rituximab 375mg/m2
Ifosfamide 1.66g/m2 on day 1 - 3
Mesna 1.66g/m2 day 1 - 3
Carboplatin AUC 5 on day 1
Etoposide 100mg/m2 on day 1 - 3
Cycle every 21days for 6 cycles",31900,"CBC,Biochemistry,PET CT or CECT Chest abdomen and pelvis, Bone marrow studies, Biopsy or fluid flow cytometry","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO032A,"Etoposide + Prednsiolone + Vincristine + Cyclophosphamide + Doxorubicin
Rituximab 375mg/m2 Day 1
Etoposide 50mg/m2
VCR 0.4mg/m2
Doxorubicin 10mg/m2 Day1 - 4
Cyclophosphamide 750mg/m2 on day 5 Prednisolone 100 mg day 1-5
Every 21 days
Dose adjustment each cycle depending on nadir counts
Total- 6 cycles",31700,"CBC,Biochemistry,PET CT or CECT Chest abdomen and pelvis, Bone marrow studies, Biopsy or fluid flow cytometry,ECG,2D-ECHO","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO033A,Codox - M - IVAC / GMALL / BFM / Hyper CVAD,34500,"CBC,Biochemistry,PET CT or CECT Chest abdomen and pelvis, Bone marrow studies, Biopsy or fluid flow cytometry,ECG,2D-ECHO","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO034A,"Bendamustine + Rituximab
Bendamustine 90mg/m2 on day 1, 2
Rituximab 375mg/m2 on day 1
Repeat every 28 days, Total 6 cycles",30700,"CBC,Biochemistry,PET CT or CECT Chest abdomen and pelvis, Bone marrow studies, Biopsy or fluid flow cytometry. ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO034B,"Lenalidomide + Rituximab
Rituximab 375mg/m2 Day 1
Lenlidomide 25 mg D1-28, for 8 cycles",27500,"CBC,Biochemistry,PET CT or CECT Chest abdomen and pelvis, Bone marrow studies, Biopsy or fluid flow cytometry. ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO035A,"Rituximab
Rituximab 375mg/m2 per week for 6 weeks",24800,"CBC,Biochemistry,CECT Chest abdomen and pelvis, Bone marrow studies, Biopsy or fluid flow cytometry. ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO035B,"Rituximab + Cyclophosphamide + Vincristine + Prednisolone
Rituximab 375 mg/m2
Cyclophosphamide 750mg/m2
Vincristine 1.4mg/m2 Day 1
Prednisolone 100 mg Day 1 - 5
Repeat every 21days. Total 6 cycles",25800,"CBC,Biochemistry,USG abdmen and Pelvis CECT Chest abdomen and pelvis, Bone marrow studies, Biopsy or fluid flow cytometry. ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO036A,"Fludarabine + Cyclophosphamide
Fludarabine 25mg/m2 D1-3
Cyclophosphamide 250 mg/m2 D1-3 every 28 days for 6 cycles",18100,"CBC,Biochemistry,Chest X ay and USG abdomen/pelvis or CECT Chest abdomen and pelvis, Bone marrow studies, Biopsy or fluid flow cytometry. ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO036B,"Rituxmab + Chlorambucil
Rituximab 375mg/m2 Day 1
Chlorambucil 10 mg/m2 D1-7
Repeat every 28 days for 12 cycles",24900,"CBC,Biochemistry,Chest X ay and USG abdomen/pelvis or CECT Chest abdomen and pelvis, Bone marrow studies, Biopsy or fluid flow cytometry. ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO036C,"Rituximab + Fludarabine + Cyclophosphamide
Rituximab 375mg/m2 on day 1
Fludarabine 25mg/m2 D1 - 3
Cyclophosphamide 250 mg/m2 D1 - 3
Every 28 days for 6 cycles",40700,"CBC,Biochemistry,Chest X ay and USG abdomen/pelvis or CECT Chest abdomen and pelvis, Bone marrow studies, Biopsy or fluid flow cytometry. ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO036D,"Lenalidomide
lenalidomide-10-25 mg/day day 1 to 21 every 28 days",4800,"CBC,Biochemistry,Chest X ay and USG abdomen/pelvis or CECT Chest abdomen and pelvis, Bone marrow studies, Biopsy or fluid flow cytometry. ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO037A,"CHOEP
Cyclophosphamide 750mg/m2 D1
Vincristine 1.4mg/m2 D1
Adriamycin 50 mg/m2 D1
Etoposide 100mg/m2 D1-3
Prednisolone 100 mg D1-5
Every 21days. Total 6 cycles",5000,"CBC,Biochemistry,LDH,PET CECT or CECT chest abdomen and pelvis, Bone marrow studies, Biopsy ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO037B,"CHOP
Cyclophosphamide 750mg/m2 D1
Vincristine 1.4mg/m2 D1
Adriamycin 50 mg/m2 D1
Prednisolone 100 mg D1-5
Every 21days. Total 6 cycles",4000,"CBC,Biochemistry,LDH,PET CECT or CECT chest abdomen and pelvis, Bone marrow studies, Biopsy ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO037C,"SMILE
Methotrexate 2gm/m2 D1
Ifosfamide 1500mg/m2 D2-4
Etoposide 100mg/m2 D2-4
L-asparginase 6000U/m2 D8,10,12,14,16,18,20
Dexamethasone 40mg D1-4 every 28 days",19300,"CBC,Biochemistry,LDH,PET CECT or CECT chest abdomen and pelvis, Bone marrow studies, Biopsy ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO038A,"GELOX
Gemcitabine 1000mg/m2 D1 and D8
Oxaliplatin 130mg/m2 D1
L- asparginase 6000 U/m2 D1-7
Repeat every 21 days ",18900,"CBC,Biochemistry,LDH,PET CECT or CECT chest abdomen and pelvis, Bone marrow studies, Biopsy ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
MO,Medical Oncology,MO038B,"LVP
L-asparginase 6000U/m2 D1-5
Vincristine 1.4mg/m2 D1
Prednisolone 100mg D1-5
Repeat every 21 days",7600,"CBC,Biochemistry,LDH,PET CECT or CECT chest abdomen and pelvis, Bone marrow studies, Biopsy ","BAR CODE OF THE DRUGS, REPORTS OF THE TESTS (PATHOLOGY, RADIOLOGY, MICROBIOLOGY, HEMATOLOGY, BIOCHEMISTRY,ETC.) DISCHARGE SUMMARY OF INPATIENT DEPARTMENT, DISCHARGE SUMMARY OF DAY CARE DEPARTMENT, CHARTS OF CHEMOTHERAPY REGIMEN, TRANFUSION SLIPS",No,--
